Start Date,Class,Hedge Type,Time Of Use,Number Of Hours,Bid MW,Bid Price,Bid MWHs,Bid MWHs Bid Price,Awarded Mw,Clearing Price,Awarded MWHs,Awarded MWHs Clearing Price,Weighted Avg Clear Price,Weighted Avg Bid Price,Auction,Market ID
01/01/2022,SELL,OPT,PeakWD,11760,3691.7,344.47,1240411.2,15833881.39,106.4,83.27,35750.4,47155.54,1.32,12.77,2022.1st6.AnnualAuction.Seq6,5385
02/01/2022,SELL,OPT,Off-peak,7168,2887.2,258.46,646732.8,5520256.9,119.6,43.66,26790.4,18745.35,0.7,8.54,2022.1st6.AnnualAuction.Seq6,5385
06/01/2022,SELL,OPT,PeakWD,27456,3674.7,585.51,1293494.4,20348565.6,213.5,300.39,75152.0,231454.05,3.08,15.73,2022.1st6.AnnualAuction.Seq6,5385
01/01/2020,SELL,OBL,PeakWD,504160,2433.2,1664.09,2775305.6,12359728.7,269.8,629.05,168204.8,709933.33,4.22,4.45,2020.1st6.AnnualAuction.iod),5445
01/01/2020,SELL,OPT,PeakWE,1155952,11757.9,5595.51,6119272.0,10499670.7,1853.9,2316.64,901742.4,2139114.04,2.37,1.72,2020.1st6.AnnualAuction.iod),5445
06/01/2020,BUY,OPT,Off-peak,359280,26375.8,2463.79,6330192.0,4102674.48,6101.6,6845.67,1464384.0,598655.98,0.41,0.65,2020.1st6.AnnualAuction.iod),5445
02/01/2020,SELL,OBL,PeakWE,17280,1047.9,168.2,153158.4,189942.34,163.2,246.46,24278.4,95785.38,3.95,1.24,2020.1st6.AnnualAuction.iod),5445
02/01/2020,SELL,OPT,Off-peak,105328,3591.2,3665.4,833158.4,1718855.06,634.9,1288.85,147296.8,174319.05,1.18,2.06,2020.1st6.AnnualAuction.iod),5445
01/01/2020,SELL,OPT,Off-peak,1646942,8785.5,6164.27,8378968.7,11391082.78,1224.4,2111.2,864024.8,1423156.62,1.65,1.36,2020.1st6.AnnualAuction.iod),5445
04/01/2020,BUY,OPT,Off-peak,442008,23675.7,3076.41,6119268.0,5697178.5,4318.5,9222.29,1089453.6,1238054.73,1.14,0.93,2020.1st6.AnnualAuction.iod),5445
03/01/2020,BUY,OPT,Off-peak,898044,28025.1,3887.89,9054976.5,7419296.03,5316.6,10405.61,1824087.4,1567132.39,0.86,0.82,2020.1st6.AnnualAuction.iod),5445
02/01/2020,SELL,OBL,Off-peak,32757,1152.6,265.93,274665.0,517301.54,192.6,130.29,47227.3,48482.57,1.03,1.88,2020.1st6.AnnualAuction.iod),5445
03/01/2020,SELL,OBL,Off-peak,71787,1879.2,159.61,550562.4,618046.53,305.2,-87.56,82200.4,98859.36,1.2,1.12,2020.1st6.AnnualAuction.iod),5445
03/01/2020,SELL,OPT,Off-peak,139516,3799.8,4092.65,1008164.2,2687388.0,930.3,1698.99,259064.1,469293.12,1.81,2.67,2020.1st6.AnnualAuction.iod),5445
04/01/2020,BUY,OBL,PeakWD,479840,18991.2,-160.81,7935446.4,5158539.68,5232.7,2066.4,2170902.4,2645425.01,1.22,0.65,2020.1st6.AnnualAuction.iod),5445
03/01/2020,BUY,OBL,PeakWD,683360,29602.2,-1377.01,16848700.8,3414469.63,6543.8,4599.93,3726016.0,4653985.95,1.25,0.2,2020.1st6.AnnualAuction.iod),5445
03/01/2020,BUY,OBL,PeakWE,216384,21225.9,-1760.69,4662115.2,-2599456.16,5433.3,2318.79,1135451.2,1178614.0,1.04,-0.56,2020.1st6.AnnualAuction.iod),5445
03/01/2020,BUY,OBL,Off-peak,421643,22172.2,-1359.93,9657613.4,-913116.73,4887.2,2272.66,1836548.0,2503716.59,1.36,-0.09,2020.1st6.AnnualAuction.iod),5445
05/01/2020,BUY,OBL,Off-peak,349056,17978.6,-1242.44,5697620.8,217990.37,4147.8,1130.77,1214606.4,385891.35,0.32,0.04,2020.1st6.AnnualAuction.iod),5445
01/01/2020,BUY,OPT,Off-peak,6865215,66645.4,9834.51,59176557.3,32830251.96,11779.0,30089.76,7395450.3,4593427.55,0.62,0.55,2020.1st6.AnnualAuction.iod),5445
04/01/2020,SELL,OBL,PeakWD,87936,1485.1,727.02,530979.2,1281561.38,215.7,589.92,76758.4,374948.62,4.88,2.41,2020.1st6.AnnualAuction.iod),5445
01/01/2020,BUY,OPT,PeakWD,14470752,98699.6,15132.05,106373446.4,81907795.9,11901.2,49705.23,10696547.2,11729819.45,1.1,0.77,2020.1st6.AnnualAuction.iod),5445
02/01/2020,BUY,OPT,PeakWE,282784,27502.7,3659.48,4036596.8,3847240.19,6125.8,8329.84,890748.8,1024947.98,1.15,0.95,2020.1st6.AnnualAuction.iod),5445
03/01/2020,SELL,OPT,PeakWE,112656,5406.0,6663.62,1059126.4,1742302.48,751.8,1674.98,114944.0,256960.56,2.24,1.65,2020.1st6.AnnualAuction.iod),5445
05/01/2020,BUY,OPT,Off-peak,635416,28512.3,3144.99,8207114.4,5917836.5,4414.5,9321.86,1170444.0,1160181.88,0.99,0.72,2020.1st6.AnnualAuction.iod),5445
02/01/2020,BUY,OPT,PeakWD,954208,49499.0,5130.8,16350937.6,14281659.46,6493.4,14539.07,2106204.8,2759646.27,1.31,0.87,2020.1st6.AnnualAuction.iod),5445
03/01/2020,BUY,OPT,PeakWD,2099488,53536.9,7346.98,23838083.2,25236550.08,8412.9,21264.06,4099718.4,4939298.65,1.2,1.06,2020.1st6.AnnualAuction.iod),5445
01/01/2020,BUY,OBL,PeakWE,837424,35050.7,-1317.2,13743526.4,1546502.21,9222.8,5005.53,2977152.0,1689383.79,0.57,0.11,2020.1st6.AnnualAuction.iod),5445
02/01/2020,SELL,OBL,PeakWD,44480,889.2,369.12,284544.0,650041.6,151.9,304.48,48608.0,253512.25,5.22,2.28,2020.1st6.AnnualAuction.iod),5445
05/01/2020,SELL,OPT,Off-peak,116432,3602.7,2470.16,921021.6,2146563.04,947.7,1424.11,240933.6,210115.35,0.87,2.33,2020.1st6.AnnualAuction.iod),5445
01/01/2020,SELL,OPT,PeakWD,5196224,15543.3,8766.63,21700598.4,35150909.76,2238.5,3772.76,2881091.2,5622264.37,1.95,1.62,2020.1st6.AnnualAuction.iod),5445
04/01/2020,BUY,OPT,PeakWE,254176,25163.1,3522.41,3390099.2,3577553.78,5269.5,9742.0,704134.4,755694.09,1.07,1.06,2020.1st6.AnnualAuction.iod),5445
02/01/2020,BUY,OBL,PeakWE,92592,13253.5,-759.86,1910001.6,1281711.17,4892.8,808.93,704908.8,147805.34,0.21,0.67,2020.1st6.AnnualAuction.iod),5445
05/01/2020,BUY,OPT,PeakWD,1546368,55441.1,5191.37,20848326.4,19052670.24,5893.9,19703.07,2076022.4,2689851.75,1.3,0.91,2020.1st6.AnnualAuction.iod),5445
06/01/2020,SELL,OBL,PeakWE,20864,1019.5,169.17,130496.0,223018.5,243.2,-1.51,31129.6,118251.92,3.8,1.71,2020.1st6.AnnualAuction.iod),5445
04/01/2020,SELL,OBL,Off-peak,49256,1432.9,144.66,355040.8,297759.38,197.0,59.89,47280.0,121750.43,2.58,0.84,2020.1st6.AnnualAuction.iod),5445
03/01/2020,SELL,OBL,PeakWE,40864,1511.5,328.87,273985.6,457171.42,166.2,178.12,27734.4,96126.74,3.47,1.67,2020.1st6.AnnualAuction.iod),5445
06/01/2020,SELL,OBL,PeakWD,78848,1204.2,337.32,423878.4,850824.83,259.1,-222.59,91203.2,150453.79,1.65,2.01,2020.1st6.AnnualAuction.iod),5445
04/01/2020,BUY,OPT,PeakWD,1129312,42314.9,5501.94,15945075.2,17241251.23,5630.9,16899.55,2115670.4,3333562.72,1.58,1.08,2020.1st6.AnnualAuction.iod),5445
03/01/2020,BUY,OPT,PeakWE,589760,32481.1,4430.88,6132388.8,5296144.85,7440.6,11995.35,1457835.2,1007586.51,0.69,0.86,2020.1st6.AnnualAuction.iod),5445
05/01/2020,BUY,OPT,PeakWE,573072,36431.0,3404.9,7382467.2,6286118.37,5919.5,11740.79,1112462.4,1114827.81,1.0,0.85,2020.1st6.AnnualAuction.iod),5445
04/01/2020,SELL,OPT,Off-peak,101608,4137.6,3022.94,998977.6,1803929.28,1106.9,1465.13,265656.0,262284.38,0.99,1.81,2020.1st6.AnnualAuction.iod),5445
01/01/2020,BUY,OPT,PeakWE,4272784,66507.2,9927.61,33066385.6,18716649.76,10370.5,35042.86,3796737.6,3046144.95,0.8,0.57,2020.1st6.AnnualAuction.iod),5445
01/01/2020,SELL,OBL,Off-peak,474608,3374.6,1696.09,2847374.7,10130345.47,486.0,139.16,259785.8,53758.54,0.21,3.56,2020.1st6.AnnualAuction.iod),5445
04/01/2020,SELL,OPT,PeakWE,70464,4732.6,3925.09,617416.0,1225997.17,1022.4,1330.55,131688.0,156526.32,1.19,1.99,2020.1st6.AnnualAuction.iod),5445
02/01/2020,BUY,OBL,Off-peak,157702,13138.8,-764.05,3052108.1,1242730.16,2997.0,863.91,698034.0,239337.01,0.34,0.41,2020.1st6.AnnualAuction.iod),5445
05/01/2020,SELL,OPT,PeakWE,106528,5523.0,3876.12,1010742.4,2368748.03,1098.3,1848.88,197217.6,307597.15,1.56,2.34,2020.1st6.AnnualAuction.iod),5445
01/01/2020,BUY,OBL,PeakWD,2076384,41328.5,-519.47,35224508.8,23285392.9,9494.4,6884.17,6577376.0,4286925.17,0.65,0.66,2020.1st6.AnnualAuction.iod),5445
04/01/2020,SELL,OBL,PeakWE,21440,1421.6,282.49,184411.2,297058.51,124.3,303.75,16121.6,110074.57,6.83,1.61,2020.1st6.AnnualAuction.iod),5445
05/01/2020,SELL,OBL,PeakWE,34992,1094.9,286.35,224548.8,354374.0,203.7,309.28,44465.6,256405.26,5.77,1.58,2020.1st6.AnnualAuction.iod),5445
05/01/2020,SELL,OBL,PeakWD,76800,1188.8,536.75,485804.8,1369764.74,336.5,329.15,129222.4,636782.49,4.93,2.82,2020.1st6.AnnualAuction.iod),5445
06/01/2020,SELL,OPT,PeakWE,53632,4307.8,1950.34,551398.4,1032608.38,1425.8,1459.84,182502.4,247112.73,1.35,1.87,2020.1st6.AnnualAuction.iod),5445
04/01/2020,BUY,OBL,PeakWE,207872,17229.7,-515.64,2832484.8,1426268.59,5012.3,1508.12,768857.6,588493.37,0.77,0.5,2020.1st6.AnnualAuction.iod),5445
06/01/2020,BUY,OBL,Off-peak,161760,13113.8,99.64,3147312.0,2350857.12,3887.7,1417.65,933048.0,528013.38,0.57,0.75,2020.1st6.AnnualAuction.iod),5445
05/01/2020,BUY,OBL,PeakWE,232688,22430.3,-2031.06,4758241.6,-1033275.79,6788.7,1989.89,1438996.8,644782.37,0.45,-0.22,2020.1st6.AnnualAuction.iod),5445
05/01/2020,BUY,OBL,PeakWD,583296,26649.1,-2231.03,11216886.4,-1928775.81,6389.0,2944.05,2721587.2,2044351.44,0.75,-0.17,2020.1st6.AnnualAuction.iod),5445
04/01/2020,BUY,OBL,Off-peak,390704,14082.0,-575.3,4399616.0,1778658.98,3862.5,1141.72,1253570.4,981715.41,0.78,0.4,2020.1st6.AnnualAuction.iod),5445
03/01/2020,SELL,OPT,PeakWD,349536,7303.9,7216.01,3324624.0,7906338.3,1539.3,2278.14,605305.6,1579035.77,2.61,2.38,2020.1st6.AnnualAuction.iod),5445
01/01/2020,BUY,OBL,Off-peak,1538531,37424.6,-791.9,29526465.2,328715.75,6997.0,3271.95,4445490.5,1714018.83,0.39,0.01,2020.1st6.AnnualAuction.iod),5445
05/01/2020,SELL,OPT,PeakWD,257280,5502.9,3916.15,1844739.2,4565890.98,1228.2,2244.64,397072.0,872097.93,2.2,2.48,2020.1st6.AnnualAuction.iod),5445
06/01/2020,BUY,OPT,PeakWE,232064,36247.6,2828.19,4639692.8,4142176.26,6861.0,8797.95,878208.0,832961.56,0.95,0.89,2020.1st6.AnnualAuction.iod),5445
06/01/2020,SELL,OBL,Off-peak,47040,1333.6,186.53,320064.0,373679.76,535.0,-14.42,128400.0,101698.15,0.79,1.17,2020.1st6.AnnualAuction.iod),5445
02/01/2020,BUY,OBL,PeakWD,241248,18419.3,-677.09,5902457.6,1023095.78,5059.3,1393.54,1619801.6,739893.94,0.46,0.17,2020.1st6.AnnualAuction.iod),5445
03/01/2020,SELL,OBL,PeakWD,128128,1780.2,764.26,806396.8,2108962.59,267.5,720.33,112006.4,863201.59,7.71,2.62,2020.1st6.AnnualAuction.iod),5445
06/01/2020,BUY,OBL,PeakWD,268576,19803.8,185.5,6970937.6,6376673.25,6613.4,2012.41,2327916.8,2073684.83,0.89,0.91,2020.1st6.AnnualAuction.iod),5445
06/01/2020,BUY,OPT,PeakWD,945472,63380.7,3756.25,22310006.4,17408066.02,5720.4,13778.62,2013580.8,2724978.78,1.35,0.78,2020.1st6.AnnualAuction.iod),5445
04/01/2020,SELL,OPT,PeakWD,281280,7679.7,4057.1,2732889.6,5341499.58,1358.2,1697.81,479900.8,903947.24,1.88,1.95,2020.1st6.AnnualAuction.iod),5445
05/01/2020,SELL,OBL,Off-peak,57008,1337.3,176.98,379266.4,388670.86,353.2,-82.57,101177.6,113166.65,1.12,1.02,2020.1st6.AnnualAuction.iod),5445
02/01/2020,SELL,OPT,PeakWD,232320,6329.9,3069.63,2025568.0,3332162.88,971.4,1149.59,310848.0,479014.74,1.54,1.65,2020.1st6.AnnualAuction.iod),5445
06/01/2020,SELL,OPT,Off-peak,97200,3913.9,2182.37,939336.0,2612395.68,1238.1,1165.11,297144.0,225166.67,0.76,2.78,2020.1st6.AnnualAuction.iod),5445
06/01/2020,BUY,OBL,PeakWE,86784,17596.7,113.67,2252377.6,1788029.82,5589.5,1559.63,715456.0,732844.8,1.02,0.79,2020.1st6.AnnualAuction.iod),5445
01/01/2020,SELL,OBL,PeakWE,252032,2476.8,858.75,1285672.0,3596976.45,354.7,233.09,109987.2,207699.18,1.89,2.8,2020.1st6.AnnualAuction.iod),5445
02/01/2020,SELL,OPT,PeakWE,73152,4670.1,2980.85,672494.4,871242.19,815.7,819.49,117460.8,159774.78,1.36,1.3,2020.1st6.AnnualAuction.iod),5445
06/01/2020,SELL,OPT,PeakWD,197472,5335.5,2210.21,1878096.0,3509384.38,1575.5,1402.27,554576.0,971668.95,1.75,1.87,2020.1st6.AnnualAuction.iod),5445
02/01/2020,BUY,OPT,Off-peak,437130,28526.6,3127.33,6861718.8,5314126.46,6476.0,8233.89,1518230.8,1166021.17,0.77,0.77,2020.1st6.AnnualAuction.iod),5445
07/01/2020,SELL,OBL,PeakWD,589728,2269.9,627.99,2849208.0,7883226.11,474.9,-791.55,628718.4,1244312.47,1.98,2.77,2020.2nd6.AnnualAuction.Seq2,5506
11/01/2020,SELL,OBL,PeakWE,44208,935.5,7.03,185060.8,40611.2,245.0,-308.95,48848.0,-12075.35,-0.25,0.22,2020.2nd6.AnnualAuction.Seq2,5506
11/01/2020,BUY,OPT,Off-peak,1933635,85706.8,9913.07,23514158.8,15339691.51,9334.2,40525.47,2504734.2,1701926.51,0.68,0.65,2020.2nd6.AnnualAuction.Seq2,5506
11/01/2020,SELL,OPT,Off-peak,386333,7002.8,10005.64,1832407.6,5887222.82,1431.2,5797.65,375968.8,566669.67,1.51,3.21,2020.2nd6.AnnualAuction.Seq2,5506
11/01/2020,BUY,OBL,PeakWE,355568,24692.4,-15844.06,4684910.4,-5765918.96,5447.4,998.1,1085697.6,978860.96,0.9,-1.23,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,SELL,OPT,Off-peak,344862,6159.7,3576.38,1621395.8,3440714.89,1399.5,2837.75,376660.5,872558.69,2.32,2.12,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,BUY,OPT,PeakWE,853056,88106.3,5693.97,12687307.2,5224745.52,8736.7,22937.16,1258084.8,733617.9,0.58,0.41,2020.2nd6.AnnualAuction.Seq2,5506
09/01/2020,SELL,OPT,Off-peak,423124,6511.2,6449.62,1910983.5,7000992.3,1288.8,4566.78,349973.8,854310.31,2.44,3.66,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,SELL,OPT,PeakWD,563680,7458.7,3371.18,2865715.2,4281494.43,1454.1,2787.01,576556.8,1647923.34,2.86,1.49,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,BUY,OPT,PeakWD,2672032,129589.3,7809.13,45615433.6,19099678.4,9724.1,27240.33,3422883.2,2066139.04,0.6,0.42,2020.2nd6.AnnualAuction.Seq2,5506
08/01/2020,BUY,OBL,PeakWD,448224,26434.7,-13269.54,8882059.2,-8113348.66,6297.4,1107.04,2115926.4,2791701.6,1.32,-0.91,2020.2nd6.AnnualAuction.Seq2,5506
08/01/2020,BUY,OBL,Off-peak,266096,19822.0,-12250.51,4916576.0,-6367423.3,3693.2,389.87,915913.6,502614.79,0.55,-1.3,2020.2nd6.AnnualAuction.Seq2,5506
07/01/2020,BUY,OPT,PeakWD,38084704,314972.6,23520.62,340188027.2,145835138.19,16756.1,117989.57,20904910.4,11185050.76,0.54,0.43,2020.2nd6.AnnualAuction.Seq2,5506
07/01/2020,SELL,OPT,PeakWE,2197712,19024.3,16450.29,12144851.2,22890959.09,1732.0,7805.61,807001.6,1847461.12,2.29,1.88,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,BUY,OBL,PeakWE,316272,26605.9,-16779.27,5170409.6,-9475283.54,5127.9,894.7,1094979.2,1442829.16,1.32,-1.83,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,BUY,OBL,Off-peak,406968,21704.9,-14673.79,5382815.2,-7544175.38,3490.8,1444.54,865718.4,622841.74,0.72,-1.4,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,BUY,OPT,Off-peak,2175589,83004.4,6581.69,24445377.6,13003141.96,7594.1,33438.28,2169391.1,1695424.38,0.78,0.53,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,BUY,OPT,Off-peak,1318616,76451.8,5460.69,18960046.4,7852874.62,7985.6,21478.0,1980428.8,1115551.41,0.56,0.41,2020.2nd6.AnnualAuction.Seq2,5506
08/01/2020,BUY,OPT,Off-peak,1173319,80843.5,3402.64,20283489.5,7273284.7,7066.5,16841.35,1785984.9,904820.23,0.51,0.36,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,BUY,OBL,PeakWD,660352,26990.4,-20648.48,9500620.8,-18343344.8,3981.5,632.16,1401488.0,1328921.06,0.95,-1.93,2020.2nd6.AnnualAuction.Seq2,5506
07/01/2020,BUY,OBL,Off-peak,2245087,44471.9,-25036.57,29531751.3,-23913873.62,8427.5,-561.93,5556492.3,1052811.58,0.19,-0.81,2020.2nd6.AnnualAuction.Seq2,5506
09/01/2020,SELL,OBL,PeakWE,71568,1375.1,760.47,356708.8,1540953.87,446.7,-336.76,79854.4,131564.08,1.65,4.32,2020.2nd6.AnnualAuction.Seq2,5506
09/01/2020,BUY,OBL,PeakWD,1254080,39120.7,-23288.72,16417505.6,-25088349.95,7349.1,2109.61,3352545.6,3619910.52,1.08,-1.53,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,SELL,OPT,Off-peak,283960,6239.8,3488.18,1547470.4,2831909.77,882.4,2113.11,218835.2,275482.58,1.26,1.83,2020.2nd6.AnnualAuction.Seq2,5506
08/01/2020,BUY,OPT,PeakWE,923008,91065.3,3842.34,15002012.8,5858070.46,6872.0,19459.51,1155099.2,863524.52,0.75,0.39,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,SELL,OPT,PeakWE,249696,7244.3,3067.31,1140160.0,1384573.14,1115.9,2198.06,185592.0,497811.69,2.68,1.21,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,BUY,OBL,Off-peak,509482,25392.0,-15559.19,8777679.9,-8339563.26,5734.0,1775.1,2224138.7,1864058.64,0.84,-0.95,2020.2nd6.AnnualAuction.Seq2,5506
08/01/2020,SELL,OPT,Off-peak,235600,5207.4,2859.53,1291435.2,3236444.64,810.8,1956.66,201078.4,331602.29,1.65,2.51,2020.2nd6.AnnualAuction.Seq2,5506
09/01/2020,SELL,OPT,PeakWD,667968,6326.4,9112.49,2668153.6,9798209.1,1489.2,6531.74,544316.8,1777080.31,3.26,3.67,2020.2nd6.AnnualAuction.Seq2,5506
07/01/2020,BUY,OPT,PeakWE,13699280,243430.5,17231.81,121101803.2,39159595.49,16919.3,97434.59,8353459.2,3202000.89,0.38,0.32,2020.2nd6.AnnualAuction.Seq2,5506
09/01/2020,BUY,OPT,Off-peak,6290254,144002.5,13891.91,73145776.6,39028376.91,9368.6,69024.05,3981967.7,3034638.31,0.76,0.53,2020.2nd6.AnnualAuction.Seq2,5506
11/01/2020,BUY,OBL,Off-peak,627405,24843.3,-15527.28,7179644.1,-8607018.94,4225.6,1832.61,1185596.0,700241.79,0.59,-1.2,2020.2nd6.AnnualAuction.Seq2,5506
08/01/2020,SELL,OBL,PeakWE,20000,528.4,51.62,84544.0,210976.32,99.0,-620.97,15840.0,20683.3,1.31,2.5,2020.2nd6.AnnualAuction.Seq2,5506
07/01/2020,BUY,OPT,Off-peak,19254765,203700.9,16995.71,173809350.9,61636654.19,18596.4,90958.07,17090408.8,6692333.83,0.39,0.35,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,BUY,OPT,PeakWE,1363472,93450.0,6597.23,15954808.0,7650153.54,9031.0,29592.93,1578302.4,945726.31,0.6,0.48,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,BUY,OBL,PeakWD,764000,30473.4,-20615.64,14245862.4,-21353489.5,6141.3,925.1,3288300.8,4574275.05,1.39,-1.5,2020.2nd6.AnnualAuction.Seq2,5506
08/01/2020,SELL,OPT,PeakWD,301392,5081.6,2302.35,1707417.6,2642326.85,1333.7,1719.06,448123.2,812784.2,1.81,1.55,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,SELL,OPT,PeakWD,484352,9172.4,3333.05,3228684.8,4069269.6,1660.3,2343.03,584425.6,782876.46,1.34,1.26,2020.2nd6.AnnualAuction.Seq2,5506
09/01/2020,BUY,OPT,PeakWD,14114080,234193.3,19670.72,161067467.2,88255992.48,10136.5,99058.56,5692436.8,4748716.67,0.83,0.55,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,SELL,OPT,PeakWE,201888,8426.2,2857.27,1213372.8,1329546.24,1494.5,1840.85,215208.0,316567.85,1.47,1.1,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,SELL,OBL,PeakWE,25632,1132.4,101.54,163065.6,136725.26,282.5,-11.67,40680.0,-16943.46,-0.42,0.84,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,SELL,OBL,PeakWD,123776,1173.9,472.91,605686.4,1392131.62,256.6,99.4,163308.8,379086.49,2.32,2.3,2020.2nd6.AnnualAuction.Seq2,5506
09/01/2020,SELL,OBL,PeakWD,155712,1429.2,596.91,725974.4,3655439.94,232.6,-477.83,87657.6,284420.93,3.24,5.04,2020.2nd6.AnnualAuction.Seq2,5506
11/01/2020,SELL,OPT,PeakWE,321552,9147.1,12141.56,1571694.4,4774507.26,1465.6,8022.47,259192.0,724420.71,2.79,3.04,2020.2nd6.AnnualAuction.Seq2,5506
08/01/2020,BUY,OBL,PeakWE,192160,20970.4,-13332.74,3355264.0,-3746118.08,6156.8,700.7,985088.0,985018.3,1.0,-1.12,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,SELL,OBL,Off-peak,46376,1187.4,939.38,294475.2,498969.3,403.3,-86.07,100018.4,11511.5,0.12,1.69,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,BUY,OPT,PeakWD,4043584,140100.5,9321.35,57182915.2,28193289.54,9764.9,38574.38,4215747.2,3121808.69,0.74,0.49,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,BUY,OBL,PeakWE,249264,23954.0,-16136.26,3449376.0,-6862509.79,4445.1,955.36,640094.4,341180.86,0.53,-1.99,2020.2nd6.AnnualAuction.Seq2,5506
07/01/2020,SELL,OPT,Off-peak,2911023,17127.5,11711.41,16286088.7,31965092.33,1598.8,5630.59,1189724.1,2289078.11,1.92,1.96,2020.2nd6.AnnualAuction.Seq2,5506
11/01/2020,SELL,OBL,PeakWD,88800,869.3,275.13,352412.8,430845.34,151.9,-61.97,68672.0,-5147.09,-0.07,1.22,2020.2nd6.AnnualAuction.Seq2,5506
11/01/2020,SELL,OBL,Off-peak,80628,1193.7,212.12,318731.3,434270.77,300.9,-36.18,80428.1,-5309.73,-0.07,1.36,2020.2nd6.AnnualAuction.Seq2,5506
07/01/2020,SELL,OBL,PeakWE,251536,2495.9,965.78,1337510.4,3162677.1,656.0,-827.19,298420.8,304980.44,1.02,2.36,2020.2nd6.AnnualAuction.Seq2,5506
11/01/2020,BUY,OPT,PeakWD,3329952,145569.9,12635.67,50751139.2,28999065.38,8390.9,49486.53,3001571.2,2784784.51,0.93,0.57,2020.2nd6.AnnualAuction.Seq2,5506
07/01/2020,SELL,OPT,PeakWD,6354208,20139.9,17373.44,30570889.6,59824383.95,2227.4,7576.63,2944718.4,6093856.6,2.07,1.96,2020.2nd6.AnnualAuction.Seq2,5506
08/01/2020,BUY,OPT,PeakWD,2727760,148709.0,5844.22,51747104.0,21149516.13,6569.2,26838.96,2409787.2,2494266.01,1.04,0.41,2020.2nd6.AnnualAuction.Seq2,5506
08/01/2020,SELL,OPT,PeakWE,161120,5779.8,1829.99,924768.0,1008994.24,1108.0,1392.81,177280.0,329493.22,1.86,1.09,2020.2nd6.AnnualAuction.Seq2,5506
09/01/2020,BUY,OBL,Off-peak,670748,28454.0,-15737.25,8734164.6,-7998994.49,4661.5,1501.33,1377680.0,723170.85,0.52,-0.92,2020.2nd6.AnnualAuction.Seq2,5506
09/01/2020,BUY,OPT,PeakWE,4743024,164134.6,14279.47,50607024.0,20440751.95,9758.9,74844.9,2294540.8,1672894.56,0.73,0.4,2020.2nd6.AnnualAuction.Seq2,5506
11/01/2020,SELL,OPT,PeakWD,650400,9141.5,10930.94,3177136.0,9717664.48,1605.9,6564.25,560352.0,1733262.1,3.09,3.06,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,SELL,OBL,PeakWE,50480,1149.9,762.39,248214.4,558516.74,387.8,-128.3,87347.2,162363.46,1.86,2.25,2020.2nd6.AnnualAuction.Seq2,5506
09/01/2020,BUY,OBL,PeakWE,560192,34590.3,-21357.51,6602784.0,-10996786.62,7408.1,9.34,1472528.0,902015.35,0.61,-1.67,2020.2nd6.AnnualAuction.Seq2,5506
08/01/2020,SELL,OBL,PeakWD,38976,416.2,6.15,139843.2,311324.83,79.6,-721.97,26745.6,199902.07,7.47,2.23,2020.2nd6.AnnualAuction.Seq2,5506
07/01/2020,BUY,OBL,PeakWE,1489008,49010.4,-29507.56,16569918.4,-20940752.46,10738.9,-1272.9,3585185.6,2748611.69,0.77,-1.26,2020.2nd6.AnnualAuction.Seq2,5506
10/01/2020,SELL,OBL,Off-peak,80358,1378.2,970.38,469676.0,1333740.13,384.1,-162.81,143594.6,246267.04,1.72,2.84,2020.2nd6.AnnualAuction.Seq2,5506
12/01/2020,SELL,OBL,PeakWD,64064,1000.1,273.85,352035.2,728964.9,264.6,-13.19,93139.2,75673.28,0.81,2.07,2020.2nd6.AnnualAuction.Seq2,5506
07/01/2020,SELL,OBL,Off-peak,451921,2594.3,1469.69,2575370.9,10530778.03,502.3,-638.8,437205.0,627027.08,1.43,4.09,2020.2nd6.AnnualAuction.Seq2,5506
11/01/2020,BUY,OPT,PeakWE,1287344,94667.0,10022.07,16802504.0,10652045.95,8308.6,43292.91,1472497.6,1193115.62,0.81,0.63,2020.2nd6.AnnualAuction.Seq2,5506
07/01/2020,BUY,OBL,PeakWD,3705632,58912.1,-31011.04,47491483.2,-66601192.45,11913.5,1070.63,9288148.8,9020371.76,0.97,-1.4,2020.2nd6.AnnualAuction.Seq2,5506
