Start Date,Class,Hedge Type,Time Of Use,Number Of Hours,Bid MW,Bid Price,Bid MWHs,Bid MWHs Bid Price,Awarded Mw,Clearing Price,Awarded MWHs,Awarded MWHs Clearing Price,Weighted Avg Clear Price,Weighted Avg Bid Price,Auction,Market ID
06/01/2023,BUY,OBL,PeakWD,620576,23427.3,-288914.29,8246409.6,-103820480.9,6370.3,1227.18,2242345.6,1272409.75,0.57,-12.59,2023.1st6.AnnualAuction.Seq4,6329
06/01/2023,BUY,OPT,Off-peak,1135200,47345.4,2944.8,11362896.0,3905561.28,5525.8,7141.73,1326192.0,708563.87,0.53,0.34,2023.1st6.AnnualAuction.Seq4,6329
06/01/2023,BUY,OBL,Off-peak,372960,19890.0,-288008.63,4773600.0,-71165787.84,4257.1,655.33,1021704.0,168505.55,0.16,-14.91,2023.1st6.AnnualAuction.Seq4,6329
04/01/2023,SELL,OBL,Off-peak,36240,982.9,48.26,235896.0,95422.32,137.8,-100.85,33072.0,-4881.44,-0.15,0.4,2023.1st6.AnnualAuction.Seq4,6329
05/01/2023,BUY,OBL,PeakWD,1091904,33503.2,-295230.33,15818950.4,-114418127.3,7944.7,2235.63,3561043.2,2204148.46,0.62,-7.23,2023.1st6.AnnualAuction.Seq4,6329
02/01/2023,SELL,OPT,Off-peak,232752,5256.3,1536.16,1375430.5,1008257.93,529.0,523.38,118496.0,82250.82,0.69,0.73,2023.1st6.AnnualAuction.Seq4,6329
01/01/2023,SELL,OBL,PeakWD,972304,1404.1,1802.03,1835798.4,6901113.52,414.8,574.21,743568.0,988488.36,1.33,3.76,2023.1st6.AnnualAuction.Seq4,6329
02/01/2023,BUY,OBL,Off-peak,334366,18529.9,-287646.1,4151575.1,-66083232.03,4060.2,808.17,909679.8,298799.56,0.33,-15.92,2023.1st6.AnnualAuction.Seq4,6329
05/01/2023,BUY,OPT,PeakWD,5882976,97781.0,10838.73,46500713.6,29039462.14,6503.8,38996.26,2606982.4,2053402.81,0.79,0.62,2023.1st6.AnnualAuction.Seq4,6329
04/01/2023,SELL,OPT,Off-peak,208112,4547.0,7345.44,1097822.4,1623235.97,440.5,596.84,105720.0,90247.76,0.85,1.48,2023.1st6.AnnualAuction.Seq4,6329
04/01/2023,BUY,OPT,Off-peak,1306784,51968.4,3258.64,13209976.0,4412922.01,5017.2,8304.99,1229796.0,661306.37,0.54,0.33,2023.1st6.AnnualAuction.Seq4,6329
01/01/2023,SELL,OPT,Off-peak,2441530,12829.9,48456.9,11369676.3,11713617.57,2040.6,2170.88,2046871.4,1416913.02,0.69,1.03,2023.1st6.AnnualAuction.Seq4,6329
03/01/2023,SELL,OPT,PeakWD,637600,8414.6,22269.12,3453049.6,7531911.04,1046.9,1918.35,429313.6,519579.76,1.21,2.18,2023.1st6.AnnualAuction.Seq4,6329
05/01/2023,BUY,OPT,Off-peak,2717368,73707.1,5627.0,23830008.8,10932513.18,5748.7,17768.03,1542413.6,828840.8,0.54,0.46,2023.1st6.AnnualAuction.Seq4,6329
01/01/2023,SELL,OBL,PeakWE,451104,1480.8,1407.64,894660.8,1824714.66,530.4,528.88,410152.0,598807.54,1.46,2.04,2023.1st6.AnnualAuction.Seq4,6329
04/01/2023,BUY,OBL,PeakWE,337840,22495.3,-288418.87,4279804.8,-46777961.81,5383.7,1978.56,1108150.4,308562.69,0.28,-10.93,2023.1st6.AnnualAuction.Seq4,6329
01/01/2023,BUY,OBL,PeakWE,1170544,43483.6,-295330.11,14429435.2,-42605372.77,12855.5,3634.13,4865505.6,5514981.93,1.13,-2.95,2023.1st6.AnnualAuction.Seq4,6329
05/01/2023,BUY,OBL,Off-peak,838008,30036.2,-293673.86,10141873.6,-85326810.06,5490.6,950.24,1648012.8,705055.93,0.43,-8.41,2023.1st6.AnnualAuction.Seq4,6329
04/01/2023,BUY,OBL,Off-peak,477712,20379.3,-287817.21,5850012.8,-70336815.65,4802.6,1163.04,1444557.6,439235.36,0.3,-12.02,2023.1st6.AnnualAuction.Seq4,6329
05/01/2023,SELL,OBL,Off-peak,54824,1095.5,74.21,281428.0,113361.42,137.5,-105.5,34988.0,6762.64,0.19,0.4,2023.1st6.AnnualAuction.Seq4,6329
06/01/2023,BUY,OBL,PeakWE,220288,22316.8,-289019.57,2856550.4,-38426690.43,6403.5,714.55,819648.0,464005.49,0.57,-13.45,2023.1st6.AnnualAuction.Seq4,6329
01/01/2023,SELL,OPT,PeakWD,3537600,14230.4,74196.85,15642857.6,26519025.76,2692.8,3635.0,3435681.6,3202283.54,0.93,1.7,2023.1st6.AnnualAuction.Seq4,6329
03/01/2023,SELL,OPT,Off-peak,369294,5579.8,17409.36,1598579.4,3345456.07,639.7,1238.94,201738.7,280440.31,1.39,2.09,2023.1st6.AnnualAuction.Seq4,6329
02/01/2023,BUY,OBL,PeakWE,210816,22101.2,-288599.41,2828953.6,-38413382.02,6453.1,760.05,825996.8,271306.35,0.33,-13.58,2023.1st6.AnnualAuction.Seq4,6329
01/01/2023,BUY,OPT,PeakWE,10194288,176125.9,13569.17,91402249.6,27393049.38,10988.0,45033.69,4196067.2,2971668.54,0.71,0.3,2023.1st6.AnnualAuction.Seq4,6329
05/01/2023,SELL,OPT,Off-peak,354888,5279.5,9164.74,1487636.0,2633296.38,602.7,1132.27,185829.6,166847.38,0.9,1.77,2023.1st6.AnnualAuction.Seq4,6329
05/01/2023,SELL,OPT,PeakWD,588192,6408.2,21293.89,2556153.6,6952776.86,1052.6,1871.35,434579.2,534001.69,1.23,2.72,2023.1st6.AnnualAuction.Seq4,6329
01/01/2023,BUY,OPT,PeakWD,25599536,169877.2,18212.04,190950406.4,70915282.88,11502.5,56705.75,10132740.8,6827262.6,0.67,0.37,2023.1st6.AnnualAuction.Seq4,6329
06/01/2023,SELL,OPT,Off-peak,174000,4124.6,3097.92,989904.0,1013095.68,343.1,523.03,82344.0,67201.16,0.82,1.02,2023.1st6.AnnualAuction.Seq4,6329
03/01/2023,BUY,OPT,PeakWE,1966192,82869.4,8486.22,15618931.2,9771481.92,7138.1,23624.67,1099427.2,657803.2,0.6,0.63,2023.1st6.AnnualAuction.Seq4,6329
04/01/2023,BUY,OPT,PeakWE,993600,60036.9,4417.61,10111377.6,4300300.4,5669.2,13019.42,936952.0,428230.68,0.46,0.43,2023.1st6.AnnualAuction.Seq4,6329
02/01/2023,SELL,OPT,PeakWE,157568,7114.7,1818.53,1104876.8,1023417.68,1281.8,816.92,176089.6,137789.4,0.78,0.93,2023.1st6.AnnualAuction.Seq4,6329
02/01/2023,BUY,OPT,PeakWD,5172048,90486.1,6422.0,47835044.8,12590616.32,7109.6,21893.25,2595600.0,1306074.1,0.5,0.26,2023.1st6.AnnualAuction.Seq4,6329
01/01/2023,BUY,OBL,Off-peak,1882025,40233.8,-294222.29,21234102.7,-72483933.31,8713.5,3119.49,5636850.8,5387244.72,0.96,-3.41,2023.1st6.AnnualAuction.Seq4,6329
02/01/2023,SELL,OBL,PeakWD,23680,465.0,51.65,148800.0,248069.44,50.5,-109.91,16160.0,4949.66,0.31,1.67,2023.1st6.AnnualAuction.Seq4,6329
03/01/2023,BUY,OBL,PeakWD,1118976,33572.2,-294602.53,18215372.8,-102557847.73,7248.9,2477.69,3909761.6,6668520.46,1.71,-5.63,2023.1st6.AnnualAuction.Seq4,6329
02/01/2023,BUY,OBL,PeakWD,551264,22333.9,-288714.4,7147126.4,-95434470.96,6700.0,937.9,2144000.0,805262.27,0.38,-13.35,2023.1st6.AnnualAuction.Seq4,6329
06/01/2023,SELL,OBL,PeakWE,14208,757.8,18.69,96998.4,23592.45,70.9,-184.57,9075.2,-4356.64,-0.48,0.24,2023.1st6.AnnualAuction.Seq4,6329
02/01/2023,BUY,OPT,Off-peak,2202462,68254.0,3318.65,23165686.5,4370264.4,6821.1,10088.06,1707273.2,595009.08,0.35,0.19,2023.1st6.AnnualAuction.Seq4,6329
06/01/2023,SELL,OPT,PeakWD,272096,6428.6,4505.14,2262867.2,2624412.74,833.8,788.58,293497.6,350307.21,1.19,1.16,2023.1st6.AnnualAuction.Seq4,6329
04/01/2023,SELL,OPT,PeakWD,315008,6654.0,4507.29,2157299.2,2778594.5,960.4,768.56,316550.4,341214.07,1.08,1.29,2023.1st6.AnnualAuction.Seq4,6329
02/01/2023,SELL,OPT,PeakWD,419056,8185.3,2033.17,3125009.6,3233936.45,912.9,915.27,314900.8,328346.38,1.04,1.03,2023.1st6.AnnualAuction.Seq4,6329
05/01/2023,SELL,OBL,PeakWD,70048,975.5,217.36,366608.0,618562.56,138.4,-336.03,53081.6,33224.88,0.63,1.69,2023.1st6.AnnualAuction.Seq4,6329
03/01/2023,SELL,OPT,PeakWE,236864,7139.5,21060.21,1063078.4,2771722.83,995.6,1752.1,150699.2,229911.75,1.53,2.61,2023.1st6.AnnualAuction.Seq4,6329
11/01/2023,BUY,OBL,Off-peak,578571,27766.9,-4744.86,8414158.1,-2875362.78,6972.0,1896.16,2206582.4,614268.67,0.28,-0.34,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,SELL,OPT,PeakWE,67648,3530.9,974.1,452067.2,621532.61,555.2,514.22,71065.6,72791.88,1.02,1.37,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,BUY,OBL,Off-peak,363861,23194.4,-59823.05,5798611.7,-15511278.88,5857.4,473.86,1455548.2,355826.43,0.24,-2.67,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,BUY,OBL,Off-peak,2599033,54778.3,-60795.36,34672664.0,-4255160.73,13266.7,2921.69,9118987.1,8184525.16,0.9,-0.12,2023.2nd6.AnnualAuction.Seq5,6369
11/01/2023,BUY,OBL,PeakWE,308608,27846.9,-5202.87,4847537.6,-1157982.5,8226.4,2164.42,1521395.2,602595.62,0.4,-0.24,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,SELL,OBL,PeakWE,6864,229.9,-9.62,37072.0,-26983.04,13.5,-92.01,2160.0,4.72,0.0,-0.73,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,SELL,OPT,Off-peak,117552,2219.9,534.65,550535.2,531379.93,485.7,225.34,120453.6,50068.24,0.42,0.97,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,SELL,OBL,PeakWE,135824,346.2,196.16,79452.8,-1912.83,60.3,-56.07,17899.2,21240.5,1.19,-0.02,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,SELL,OBL,PeakWD,15104,192.1,52.71,63337.6,90440.32,16.8,-47.75,5376.0,2716.0,0.51,1.43,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,BUY,OBL,PeakWD,810080,34939.7,-61987.96,14946872.0,-14542849.71,10323.5,-288.38,4043680.0,3758670.25,0.93,-0.97,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,BUY,OPT,PeakWD,2939984,60833.8,6716.93,24142294.4,13198173.71,4472.6,21602.08,1654806.4,1288862.0,0.78,0.55,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,BUY,OPT,PeakWE,1155248,58897.8,5310.11,9878779.2,4590196.86,4190.7,16900.64,664862.4,475367.9,0.71,0.46,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,BUY,OPT,PeakWE,822624,52128.4,4134.77,9174598.4,4032676.56,4943.2,11859.08,870003.2,533760.75,0.61,0.44,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,SELL,OBL,Off-peak,17608,369.8,46.18,91710.4,55283.42,12.0,-47.79,2976.0,885.07,0.3,0.6,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,SELL,OBL,Off-peak,20176,426.1,76.24,103008.0,113331.6,40.0,-34.27,9600.0,5186.25,0.54,1.1,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,SELL,OPT,PeakWE,161904,2875.0,1431.77,699374.4,1030817.65,525.3,849.52,116147.2,141267.67,1.22,1.47,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,BUY,OBL,PeakWE,404480,29885.5,-4129.89,6397049.6,2596255.3,7735.7,2704.55,1745648.0,2448262.93,1.4,0.41,2023.2nd6.AnnualAuction.Seq5,6369
11/01/2023,SELL,OBL,Off-peak,19783,478.9,38.57,118390.9,55283.48,54.7,-74.76,13182.7,14432.83,1.09,0.47,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,BUY,OBL,PeakWE,1619312,55701.1,-60903.48,22379899.2,10715264.74,15949.7,4250.06,6819113.6,8262823.95,1.21,0.48,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,BUY,OPT,PeakWE,3875856,105481.5,7273.36,32220496.0,10300792.34,5324.5,30936.71,1143760.0,929462.42,0.81,0.32,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,BUY,OPT,PeakWD,16271120,126309.8,12841.13,126928204.8,60228848.53,7913.7,53772.48,8401579.2,6344292.06,0.76,0.47,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,BUY,OPT,Off-peak,676868,33898.4,1775.87,8437152.7,2535275.44,3841.3,4901.25,952882.4,512220.85,0.54,0.3,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,SELL,OBL,PeakWD,12160,194.7,-5.44,62304.0,59041.6,13.9,-89.55,4448.0,709.81,0.16,0.95,2023.2nd6.AnnualAuction.Seq5,6369
11/01/2023,SELL,OPT,PeakWD,318880,4267.9,1438.74,1524062.4,2131356.51,1006.2,872.16,367683.2,408181.32,1.11,1.4,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,BUY,OPT,Off-peak,4245835,79493.8,4697.6,37355002.8,10019932.2,4851.7,16982.22,1712076.6,1078670.23,0.63,0.27,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,SELL,OBL,PeakWD,13616,160.6,30.13,59100.8,89622.35,18.6,-63.14,6844.8,2724.68,0.4,1.52,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,BUY,OPT,PeakWD,1778560,55146.0,5501.02,17646720.0,9080276.16,5024.2,15520.79,1607744.0,1137202.67,0.71,0.51,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,BUY,OPT,PeakWE,539888,50634.9,3476.82,6515771.2,2842096.51,4459.8,11141.4,572932.8,492535.41,0.86,0.44,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,BUY,OBL,PeakWE,380624,33713.3,-61969.43,6513456.0,-8585517.2,10149.7,79.8,1949009.6,1866894.5,0.96,-1.32,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,SELL,OBL,Off-peak,10912,274.8,14.61,68150.4,21214.91,45.5,-45.05,11284.0,7362.32,0.65,0.31,2023.2nd6.AnnualAuction.Seq5,6369
11/01/2023,BUY,OBL,PeakWD,736704,28582.6,-5359.46,11415657.6,-704042.56,7788.1,2816.82,3236577.6,1904306.11,0.59,-0.06,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,BUY,OBL,PeakWE,219392,26775.4,-60200.83,3474435.2,-7325918.75,8120.1,-448.76,1041648.0,459352.0,0.44,-2.11,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,BUY,OPT,Off-peak,826832,41988.2,2806.97,10413073.6,3683968.08,4586.6,6780.88,1137476.8,471567.08,0.41,0.35,2023.2nd6.AnnualAuction.Seq5,6369
11/01/2023,BUY,OPT,PeakWE,1321248,69405.5,6217.95,13390259.2,7611264.72,4821.8,18817.27,793779.2,561591.21,0.71,0.57,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,SELL,OPT,PeakWD,439536,3959.9,2173.97,1881332.8,3230233.92,765.6,1191.4,314470.4,417239.23,1.33,1.72,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,BUY,OPT,PeakWD,1827936,52716.0,4779.07,19478606.4,10301664.29,4072.2,17151.62,1503577.6,1655198.84,1.1,0.53,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,BUY,OBL,PeakWE,313808,27464.8,-4300.52,4833804.8,-1398845.54,7640.0,2004.01,1344640.0,199538.66,0.15,-0.29,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,SELL,OBL,PeakWD,313376,273.0,598.09,255600.0,763134.8,38.8,381.86,34294.4,56107.93,1.64,2.99,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,SELL,OPT,PeakWE,105952,3283.2,819.61,577843.2,562003.38,991.9,493.28,174574.4,120679.78,0.69,0.97,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,SELL,OBL,PeakWE,152496,305.7,748.24,133483.2,311876.59,28.2,422.3,12940.8,20374.84,1.57,2.34,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,BUY,OPT,PeakWE,7126480,130469.3,9671.68,65852723.2,21925132.42,7693.5,35667.72,3467592.0,2206064.05,0.64,0.33,2023.2nd6.AnnualAuction.Seq5,6369
11/01/2023,SELL,OBL,PeakWE,7584,283.4,-37.32,43449.6,-33977.63,12.6,-151.23,1814.4,2075.66,1.14,-0.78,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,SELL,OBL,PeakWE,3072,129.3,1.79,16550.4,-11900.67,0.0,-52.02,0.0,0.0,,-0.72,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,BUY,OBL,PeakWD,974816,31017.8,-4509.88,15420710.4,8186093.79,7292.9,3190.42,3704880.0,7047750.22,1.9,0.53,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,BUY,OPT,Off-peak,9606998,106903.4,5535.61,93001694.3,19965677.3,8069.3,16575.1,6558840.1,2565557.39,0.39,0.21,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,SELL,OPT,Off-peak,1114119,7162.1,1495.66,7937783.8,3275977.26,2034.0,663.76,2652657.4,544583.15,0.21,0.41,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,SELL,OBL,PeakWD,270352,392.2,455.69,195651.2,259054.72,80.2,196.24,54339.2,97991.49,1.8,1.32,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,SELL,OPT,PeakWD,232000,4569.7,1038.82,1462304.0,1688241.28,1082.2,600.03,346304.0,268982.53,0.78,1.15,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,SELL,OBL,Off-peak,203367,589.9,222.2,187224.5,92246.62,74.6,-50.34,30921.4,18012.51,0.58,0.49,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,SELL,OPT,Off-peak,133298,2327.8,629.22,588785.9,538551.79,308.1,331.43,76408.8,76451.9,1.0,0.91,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,SELL,OPT,PeakWD,217376,3308.8,1058.15,1183721.6,1778597.68,420.9,585.03,148156.8,175810.53,1.19,1.5,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,SELL,OPT,PeakWD,220704,3688.9,1055.36,1357579.2,1625778.58,757.0,515.22,278576.0,307734.43,1.1,1.2,2023.2nd6.AnnualAuction.Seq5,6369
11/01/2023,BUY,OPT,PeakWD,3183456,73077.6,7592.21,30814649.6,18426052.96,5117.9,22948.75,1902334.4,1555267.6,0.82,0.6,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,SELL,OBL,Off-peak,290924,557.0,547.32,224688.9,362742.82,45.1,216.05,28973.0,35866.03,1.24,1.61,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,SELL,OPT,PeakWE,641776,7317.0,2525.94,4693673.6,2827195.63,2346.9,1317.82,1711609.6,638924.4,0.37,0.6,2023.2nd6.AnnualAuction.Seq5,6369
11/01/2023,SELL,OPT,Off-peak,198059,2825.7,1066.09,753508.9,784481.64,526.1,587.36,149779.7,155457.27,1.04,1.04,2023.2nd6.AnnualAuction.Seq5,6369
11/01/2023,SELL,OPT,PeakWE,106256,2880.5,1034.78,458616.0,624750.94,792.8,608.71,122998.4,110347.91,0.9,1.36,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,BUY,OBL,Off-peak,625054,32442.3,-61102.0,9791275.7,-17475173.67,7962.1,675.86,2399361.3,1237896.84,0.52,-1.78,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,SELL,OPT,Off-peak,237159,2646.6,1387.52,836044.4,1267927.41,457.1,684.8,144696.5,136535.96,0.94,1.52,2023.2nd6.AnnualAuction.Seq5,6369
09/01/2023,BUY,OPT,PeakWD,9655264,112434.1,9853.92,74369048.0,26839964.91,5207.3,41711.95,2262894.4,2232430.42,0.99,0.36,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,BUY,OBL,Off-peak,763621,29992.3,-3960.37,11037277.1,-626444.53,6874.2,1721.19,2474343.3,2415520.91,0.98,-0.06,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,BUY,OBL,PeakWD,569920,27894.4,-4341.13,8926208.0,-1736325.76,7737.7,2373.54,2476064.0,332342.14,0.13,-0.19,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,BUY,OPT,Off-peak,1441468,43458.0,3530.33,12503428.8,5194283.03,3866.2,9500.48,1058025.5,542216.51,0.51,0.42,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,SELL,OBL,PeakWE,4048,202.3,-8.19,35604.8,-1591.22,4.2,-40.49,739.2,1938.41,2.62,-0.04,2023.2nd6.AnnualAuction.Seq5,6369
11/01/2023,SELL,OBL,PeakWD,10048,189.3,35.04,66804.8,209051.6,12.7,-22.75,4267.2,8616.69,2.02,3.13,2023.2nd6.AnnualAuction.Seq5,6369
10/01/2023,SELL,OPT,PeakWE,79008,2399.9,729.67,355537.6,432186.99,553.0,503.67,80112.0,87218.99,1.09,1.22,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,SELL,OPT,PeakWD,1587728,8352.8,3924.48,10639438.4,7385740.53,2519.0,1603.5,3861035.2,1590259.5,0.41,0.69,2023.2nd6.AnnualAuction.Seq5,6369
07/01/2023,BUY,OBL,PeakWD,3550272,58996.3,-60707.37,50427668.8,37210966.48,16927.1,5949.35,14782884.8,20631136.0,1.4,0.74,2023.2nd6.AnnualAuction.Seq5,6369
11/01/2023,BUY,OPT,Off-peak,1703671,57830.0,4500.23,18351926.0,8633679.17,4672.9,11379.88,1313185.7,787854.72,0.6,0.47,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,SELL,OPT,Off-peak,133920,2705.8,563.74,671038.4,500025.29,649.7,298.19,161125.6,96458.38,0.6,0.75,2023.2nd6.AnnualAuction.Seq5,6369
12/01/2023,BUY,OBL,Off-peak,419864,25298.3,-4197.23,6273978.4,-2754862.37,5310.3,1289.94,1316954.4,-101489.18,-0.08,-0.44,2023.2nd6.AnnualAuction.Seq5,6369
08/01/2023,BUY,OBL,PeakWD,612128,27342.2,-60395.74,10147113.6,-19335283.36,8818.1,897.93,3249011.2,1800733.39,0.55,-1.91,2023.2nd6.AnnualAuction.Seq5,6369
06/01/2024,BUY,OBL,PeakWE,285120,27463.6,-12283.96,4394176.0,-1775979.04,6747.0,1449.47,1079520.0,603367.8,0.56,-0.4,2024.1st6.AnnualAuction.Seq6,6449
05/01/2024,SELL,OPT,PeakWD,23936,4582.7,329.08,1613110.4,13113203.49,130.6,136.28,45971.2,83111.67,1.81,8.13,2024.1st6.AnnualAuction.Seq6,6449
06/01/2024,BUY,OPT,PeakWD,1389120,38863.5,4325.99,12436320.0,8981968.32,2611.5,13314.53,835680.0,954135.35,1.14,0.72,2024.1st6.AnnualAuction.Seq6,6449
04/01/2024,BUY,OPT,PeakWE,657648,39037.2,3933.23,5470251.2,3262724.82,3193.4,12039.97,414036.8,299769.9,0.72,0.6,2024.1st6.AnnualAuction.Seq6,6449
04/01/2024,SELL,OPT,PeakWD,24640,4569.9,342.26,1608604.8,12671001.02,89.9,142.34,31644.8,59412.49,1.88,7.88,2024.1st6.AnnualAuction.Seq6,6449
03/01/2024,BUY,OPT,Off-peak,1490355,41585.0,3645.65,14783409.4,8176558.59,2503.8,9508.75,749849.8,812485.5,1.08,0.55,2024.1st6.AnnualAuction.Seq6,6449
04/01/2024,BUY,OBL,PeakWD,823552,27170.0,-18521.0,12323891.2,3293326.94,6163.5,2967.74,2976313.6,3838543.22,1.29,0.27,2024.1st6.AnnualAuction.Seq6,6449
01/01/2024,BUY,OBL,PeakWD,3196784,50018.2,-35987.04,41783188.8,16085212.02,12713.1,3845.58,11493014.4,22833190.37,1.99,0.38,2024.1st6.AnnualAuction.Seq6,6449
03/01/2024,SELL,OPT,PeakWD,17472,2903.9,313.4,975710.4,11764320.29,106.4,125.76,35750.4,60939.35,1.7,12.06,2024.1st6.AnnualAuction.Seq6,6449
02/01/2024,BUY,OBL,PeakWE,204544,23434.8,-13506.33,2999654.4,-2018648.19,6387.9,1657.06,817651.2,349486.8,0.43,-0.67,2024.1st6.AnnualAuction.Seq6,6449
05/01/2024,BUY,OPT,PeakWE,1072864,53593.9,5688.6,10377729.6,7662679.25,3266.9,17896.81,534193.6,595004.0,1.11,0.74,2024.1st6.AnnualAuction.Seq6,6449
01/01/2024,SELL,OPT,Off-peak,8928,2756.4,239.89,683587.2,5198011.8,54.9,65.79,13615.2,8188.71,0.6,7.6,2024.1st6.AnnualAuction.Seq6,6449
02/01/2024,SELL,OPT,PeakWE,5248,2817.0,296.34,360576.0,4025082.5,70.8,101.37,9062.4,13930.36,1.54,11.16,2024.1st6.AnnualAuction.Seq6,6449
05/01/2024,BUY,OBL,PeakWE,398240,31165.5,-15969.35,5813352.0,-4372772.78,6472.9,2285.23,1129537.6,256136.0,0.23,-0.75,2024.1st6.AnnualAuction.Seq6,6449
02/01/2024,BUY,OBL,PeakWD,553392,24081.8,-23770.68,8091484.8,-4844910.67,6671.3,1717.96,2241556.8,1164776.14,0.52,-0.6,2024.1st6.AnnualAuction.Seq6,6449
05/01/2024,BUY,OBL,Off-peak,865808,35294.1,-15331.61,11690488.8,-11408043.66,6169.0,1292.52,1858520.0,754133.64,0.41,-0.98,2024.1st6.AnnualAuction.Seq6,6449
06/01/2024,BUY,OBL,Off-peak,423360,27158.2,-11431.33,6517968.0,-4159770.48,5939.6,987.32,1425504.0,295359.08,0.21,-0.64,2024.1st6.AnnualAuction.Seq6,6449
04/01/2024,BUY,OPT,PeakWD,1922592,41521.8,4857.38,15595462.4,10749139.55,3170.8,14859.89,1135491.2,987807.42,0.87,0.69,2024.1st6.AnnualAuction.Seq6,6449
02/01/2024,SELL,OPT,Off-peak,9048,2800.7,247.41,649762.4,4993904.63,69.2,89.63,16054.4,14707.01,0.92,7.69,2024.1st6.AnnualAuction.Seq6,6449
03/01/2024,BUY,OPT,PeakWE,1320688,53554.3,5596.44,11792395.2,7698837.81,3479.8,16115.85,643468.8,667349.78,1.04,0.65,2024.1st6.AnnualAuction.Seq6,6449
06/01/2024,BUY,OBL,PeakWD,584960,28475.2,-19093.37,9112064.0,-1988787.52,7065.7,1840.67,2261024.0,1401709.62,0.62,-0.22,2024.1st6.AnnualAuction.Seq6,6449
06/01/2024,BUY,OPT,PeakWE,590560,39249.8,3337.53,6279968.0,3568487.84,2543.3,10330.95,406928.0,405192.21,1.0,0.57,2024.1st6.AnnualAuction.Seq6,6449
03/01/2024,BUY,OBL,PeakWD,1006528,34914.2,-22555.7,17179027.2,160006.45,7247.4,2593.91,3577385.6,5100041.52,1.43,0.01,2024.1st6.AnnualAuction.Seq6,6449
05/01/2024,BUY,OPT,PeakWD,2810752,55549.1,6883.16,25205475.2,20285480.93,3110.8,21541.37,1216601.6,1474652.49,1.21,0.8,2024.1st6.AnnualAuction.Seq6,6449
04/01/2024,BUY,OPT,Off-peak,905720,28248.4,2467.98,7530304.0,3909119.04,2146.9,6672.44,533108.8,463619.08,0.87,0.52,2024.1st6.AnnualAuction.Seq6,6449
