 Start Date, Class, Hedge Type, Time Of Use, Number Of Hours, Bid MW, Bid Price,Bid MWHs,Bid MWHs Bid Price, Awarded Mw, Clearing Price,Awarded MWHs,Awarded MWHs Clearing Price,Weighted Avg Bid Price,Weighted Avg Clear Price,Auction
11/1/2020,BUY,OBL,Off-peak,588645,22222.4,-55014.84,6228136.8,-25404592.02,3922.7,2065.027196,959754.7,587579.7703,0.612218695,-4.079003534,2020_2nd6_Annual_Seq3
11/1/2020,BUY,OBL,PeakWD,910432,29523.1,-57334.02,11320947.2,-38916506.66,4995.8,1721.153542,1666803.2,1397726.911,0.838567451,-3.437566307,2020_2nd6_Annual_Seq3
11/1/2020,BUY,OBL,PeakWE,356944,24071.2,-55609.16,4261100.8,-17155987.44,4543.3,1408.790085,739614.4,513080.7252,0.693713813,-4.026186717,2020_2nd6_Annual_Seq3
11/1/2020,BUY,OPT,Off-peak,1277631,58757.6,7700.79,15302894.4,7632145.648,4457.1,20489.91442,1218993.1,566272.841,0.464541465,0.498738699,2020_2nd6_Annual_Seq3
11/1/2020,BUY,OPT,PeakWD,2531712,124264.8,9608.74,41450956.8,17482995.78,5322.6,27144.30486,1846953.6,1617904.006,0.875985193,0.421775446,2020_2nd6_Annual_Seq3
11/1/2020,BUY,OPT,PeakWE,1034224,77616.1,7892.89,13186960,5870027.328,4935.9,22218.96382,868972.8,468859.8106,0.539556371,0.445138783,2020_2nd6_Annual_Seq3
11/1/2020,SELL,OBL,Off-peak,58637,1239,241.58,317298.2,444847.891,253.5,115.215855,64391.9,103471.0685,1.60689572,1.401986809,2020_2nd6_Annual_Seq3
11/1/2020,SELL,OBL,PeakWD,78880,957,271.17,383046.4,462410.336,270.2,81.137314,104592,93328.11189,0.892306409,1.207191442,2020_2nd6_Annual_Seq3
11/1/2020,SELL,OBL,PeakWE,38816,1069,152.14,200200,172061.584,265.9,-0.853704,45496,17718.9095,0.389460821,0.859448472,2020_2nd6_Annual_Seq3
11/1/2020,SELL,OPT,Off-peak,324853,4489,3725.34,1229061.8,2617182.875,834.1,2531.31097,229141.3,534943.4394,2.334557059,2.129415197,2020_2nd6_Annual_Seq3
11/1/2020,SELL,OPT,PeakWD,494656,5832.5,4042.45,2149548.8,4877115.872,1067.9,2911.06431,400124.8,1140410.586,2.850137222,2.26890214,2020_2nd6_Annual_Seq3
11/1/2020,SELL,OPT,PeakWE,274640,7457.1,3809.33,1313448,2110519.84,1393.5,2613.109593,247843.2,450690.5435,1.818450309,1.606854508,2020_2nd6_Annual_Seq3
12/1/2020,BUY,OBL,Off-peak,401760,20556.4,-28285.68,5097987.2,-11501398.29,4103.7,2182.321492,1017717.6,685917.3143,0.673976076,-2.256066529,2020_2nd6_Annual_Seq3
12/1/2020,BUY,OBL,PeakWD,578336,25371.1,-54803.46,8930627.2,-34059294.37,4960.3,1659.008644,1746025.6,1198461.67,0.6863941,-3.813762864,2020_2nd6_Annual_Seq3
12/1/2020,BUY,OBL,PeakWE,239904,22743.9,-54387.51,3275121.6,-14336265.46,4409.3,1575.011022,634939.2,361970.5088,0.570086882,-4.377323106,2020_2nd6_Annual_Seq3
12/1/2020,BUY,OPT,Off-peak,865768,56475,3371.57,14005800,4817099.672,3539,10204.77719,877672,416705.6307,0.474785148,0.34393606,2020_2nd6_Annual_Seq3
12/1/2020,BUY,OPT,PeakWD,1985632,122432.7,4974.35,43096310.4,14063092.03,5634,14986.06603,1983168,1348847.623,0.680147937,0.326317773,2020_2nd6_Annual_Seq3
12/1/2020,BUY,OPT,PeakWE,646992,75132.4,3702.52,10819065.6,3667798.368,5039.2,11813.78144,725644.8,363604.0907,0.501077236,0.33901249,2020_2nd6_Annual_Seq3
12/1/2020,SELL,OBL,Off-peak,45384,1283.5,135.77,318308,357119.504,259.7,17.969628,64405.6,73120.07889,1.135306229,1.121930658,2020_2nd6_Annual_Seq3
12/1/2020,SELL,OBL,PeakWD,65120,1036.9,288.33,364988.8,587024.064,275.3,34.421684,96905.6,70184.59311,0.724257351,1.608334458,2020_2nd6_Annual_Seq3
12/1/2020,SELL,OBL,PeakWE,28944,1259.2,154.51,181324.8,128873.664,327.8,31.358013,47203.2,11521.25126,0.244077759,0.710733799,2020_2nd6_Annual_Seq3
12/1/2020,SELL,OPT,Off-peak,270816,7057.8,2725.1,1750334.4,2330913.312,1706.2,1445.752063,423137.6,230521.4936,0.544790852,1.331695996,2020_2nd6_Annual_Seq3
12/1/2020,SELL,OPT,PeakWD,383680,6031.6,2083.95,2123123.2,2958137.6,1075.7,1362.9608,378646.4,542734.5928,1.433354689,1.393295311,2020_2nd6_Annual_Seq3
12/1/2020,SELL,OPT,PeakWE,175248,7069.2,1572.47,1017964.8,837545.76,1247.1,1075.490435,179582.4,126355.2415,0.70360593,0.822764952,2020_2nd6_Annual_Seq3
1/1/2021,BUY,OBL,Off-peak,1582558,36320.5,-35272.44,23768478.2,-28571026.52,6032.6,2191.416259,3545665.1,1980969.225,0.55870173,-1.202055356,2021_1st6_Annual_Seq4
1/1/2021,BUY,OBL,PeakWD,2304576,39634.9,-40170.93,32066286.4,-31994784.37,5989.2,2578.19512,4444732.8,3432861.97,0.772343834,-0.99777018,2021_1st6_Annual_Seq4
1/1/2021,BUY,OBL,PeakWE,1053920,37872.2,-36568.15,15010412.8,-14942547.92,6023.5,2150.308714,2413864,1540750.098,0.638292008,-0.995478813,2021_1st6_Annual_Seq4
1/1/2021,BUY,OPT,Off-peak,25146369,213980.2,10895.25,218629861.1,44697376.04,11832.2,50033.30883,11235385.8,3115701.32,0.277311467,0.204443143,2021_1st6_Annual_Seq4
1/1/2021,BUY,OPT,PeakWD,41664208,290755.6,15401.56,341833937.6,96798825.7,13178.7,74188.93256,15221788.8,6829395.801,0.448659214,0.283175001,2021_1st6_Annual_Seq4
1/1/2021,BUY,OPT,PeakWE,17550432,250022.7,12068.05,149882070.4,33763089.34,11871.4,62399.60456,6160984,2469272.403,0.400791887,0.225264365,2021_1st6_Annual_Seq4
1/1/2021,SELL,OBL,Off-peak,163653,1830.9,307.69,1366370.4,1952386.387,360.9,116.507058,232262.4,404757.4335,1.742673087,1.42888516,2021_1st6_Annual_Seq4
1/1/2021,SELL,OBL,PeakWD,203344,1516.7,360.86,1786174.4,6615244.768,344.6,183.190455,331753.6,757232.1988,2.282513886,3.70358279,2021_1st6_Annual_Seq4
1/1/2021,SELL,OBL,PeakWE,105648,1630.9,418,784468.8,1924220.272,408.1,174.936401,162025.6,311147.6567,1.920361083,2.45289586,2021_1st6_Annual_Seq4
1/1/2021,SELL,OPT,Off-peak,1749271,9625,5028.11,8590731.3,10591386.34,702.1,2641.931897,486956.1,905431.9135,1.859370718,1.2328853,2021_1st6_Annual_Seq4
1/1/2021,SELL,OPT,PeakWD,2649328,10914.6,4500.97,13454936,20523583.34,1136.9,2415.054098,935848,1874005.933,2.002468278,1.525357188,2021_1st6_Annual_Seq4
1/1/2021,SELL,OPT,PeakWE,1048912,10894,3520.77,5731096,7157752.816,811.2,2210.247117,323449.6,583210.5092,1.803095472,1.248932633,2021_1st6_Annual_Seq4
2/1/2021,BUY,OBL,Off-peak,277536,17151.5,-33604.48,3841936,-14600191.65,3894.8,917.50342,872435.2,565779.5701,0.648506124,-3.800217299,2021_1st6_Annual_Seq4
2/1/2021,BUY,OBL,PeakWD,443968,21503.3,-34591.07,6895558.4,-22033745.66,3984,970.640542,1274880,837707.2425,0.657087132,-3.195353354,2021_1st6_Annual_Seq4
2/1/2021,BUY,OBL,PeakWE,163200,17065.3,-34336.46,2184358.4,-8450915.328,3489.3,828.794019,446630.4,348465.0445,0.78020897,-3.86883184,2021_1st6_Annual_Seq4
2/1/2021,BUY,OPT,Off-peak,874615,62438.1,3005.54,14022737.4,4391428.79,4405.9,9757.496252,986921.6,508662.7676,0.51540342,0.313164874,2021_1st6_Annual_Seq4
2/1/2021,BUY,OPT,PeakWD,1980560,131348.9,4567.23,42083440,12768800.16,6011.7,15388.67355,1923744,1466716.6,0.762428161,0.303416264,2021_1st6_Annual_Seq4
2/1/2021,BUY,OPT,PeakWE,627632,80504.8,3448.06,10326128,3407922.304,4690.9,11781.66435,600435.2,431189.5886,0.718128432,0.330029059,2021_1st6_Annual_Seq4
2/1/2021,SELL,OBL,Off-peak,22693,688.3,85.2,157242,184249.624,117.5,39.913612,26912.8,30211.87946,1.122584029,1.171758334,2021_1st6_Annual_Seq4
2/1/2021,SELL,OBL,PeakWD,22768,401.1,63.84,131112,161654.88,106.9,44.139067,34208,58398.89581,1.707170715,1.23295259,2021_1st6_Annual_Seq4
2/1/2021,SELL,OBL,PeakWE,10624,516.3,72.38,66086.4,97107.84,149.7,48.981519,19161.6,22412.99025,1.169682607,1.469407321,2021_1st6_Annual_Seq4
2/1/2021,SELL,OPT,Off-peak,109536,3387,1291.55,758688,754743.584,398.2,940.096063,89196.8,129104.2212,1.447408664,0.994801004,2021_1st6_Annual_Seq4
2/1/2021,SELL,OPT,PeakWD,245168,4295.5,1630.15,1374744,1695733.44,717.8,1051.158564,229696,314723.4807,1.370173972,1.233490337,2021_1st6_Annual_Seq4
2/1/2021,SELL,OPT,PeakWE,86528,4271.9,1764.82,546803.2,904156.288,333.7,1117.743212,42713.6,91433.40745,2.14061581,1.65353145,2021_1st6_Annual_Seq4
3/1/2021,BUY,OBL,Off-peak,776361,28291.6,-35333.49,11955569.2,-20120062.58,4387.4,1508.249705,1768511,2719503.199,1.537736095,-1.682902942,2021_1st6_Annual_Seq4
3/1/2021,BUY,OBL,PeakWD,1392352,36088.8,-40051.03,21349884.8,-39372880.93,4854.2,2207.804221,2472854.4,2468070.496,0.998065432,-1.844172992,2021_1st6_Annual_Seq4
3/1/2021,BUY,OBL,PeakWE,461136,30589.1,-62333.83,7147187.2,-18644047.65,4610.2,2100.217376,976489.6,1209586.326,1.238708867,-2.608585325,2021_1st6_Annual_Seq4
3/1/2021,BUY,OPT,Off-peak,1727690,65677.6,5059.82,19024198.4,7890705.011,3913.1,18712.80814,1263702.1,723247.0469,0.572324005,0.41477201,2021_1st6_Annual_Seq4
3/1/2021,BUY,OPT,PeakWD,3523984,132397.7,6909.53,52623630.4,19981479.17,5317.9,27874.04498,2296475.2,2134157.247,0.929318656,0.379705448,2021_1st6_Annual_Seq4
3/1/2021,BUY,OPT,PeakWE,1076992,81958,5423.57,12172308.8,4999347.968,5058.1,20959.64781,806502.4,567212.9873,0.703299813,0.410714849,2021_1st6_Annual_Seq4
3/1/2021,SELL,OBL,Off-peak,59326,1115.8,57.2,368698.6,173574.597,147.7,-81.668261,55921.9,34366.02363,0.614536052,0.470776393,2021_1st6_Annual_Seq4
3/1/2021,SELL,OBL,PeakWD,70944,981.3,135.23,488260.8,519667.088,145.4,38.279632,73571.2,69919.86624,0.950370067,1.064322772,2021_1st6_Annual_Seq4
3/1/2021,SELL,OBL,PeakWE,30976,1053.5,53.16,195251.2,85341.696,255.6,-10.334127,47769.6,37699.04516,0.789184861,0.437086666,2021_1st6_Annual_Seq4
3/1/2021,SELL,OPT,Off-peak,184722,4178.8,2090.07,1150791.6,1586407.895,751.2,1410.615359,190924,367477.8933,1.924733891,1.378536214,2021_1st6_Annual_Seq4
3/1/2021,SELL,OPT,PeakWD,350032,4502.2,2631.3,1779891.2,3691344.704,707.8,1527.85877,275984,544817.4297,1.974090635,2.073915925,2021_1st6_Annual_Seq4
3/1/2021,SELL,OPT,PeakWE,121360,4720.7,2013.33,662414.4,1021797.072,474.6,1116.832729,64102.4,110646.9758,1.726097241,1.54253451,2021_1st6_Annual_Seq4
4/1/2021,BUY,OBL,Off-peak,359080,15955.8,-33478.88,4077931.2,-15333145.61,2999.8,1540.580872,775072,717558.3243,0.925795699,-3.76003048,2021_1st6_Annual_Seq4
4/1/2021,BUY,OBL,PeakWD,573088,20485.3,-34057.82,7727568,-21496202.05,4481.1,2036.697615,1771286.4,2129254.662,1.202095078,-2.781755146,2021_1st6_Annual_Seq4
4/1/2021,BUY,OBL,PeakWE,194960,18443.7,-59003.52,2568990.4,-14469058.06,3752.6,1487.984253,576353.6,591575.5167,1.026410726,-5.632196237,2021_1st6_Annual_Seq4
4/1/2021,BUY,OPT,Off-peak,1112704,59774.7,3365.26,15200169.6,5024358.416,3179.6,12115.86236,786479.2,445154.7729,0.566009594,0.330546208,2021_1st6_Annual_Seq4
4/1/2021,BUY,OPT,PeakWD,2609856,125889.5,5400.41,46485097.6,17357956.99,4585.8,20235.30159,1749139.2,1845351.495,1.05500551,0.373409068,2021_1st6_Annual_Seq4
4/1/2021,BUY,OPT,PeakWE,807712,77162.1,3983.89,10836812.8,4327992.016,4286.6,15076.25982,622284.8,522828.1665,0.840175056,0.399378682,2021_1st6_Annual_Seq4
4/1/2021,SELL,OBL,Off-peak,25704,681,59.6,166004,135449.28,95.4,22.187297,22896,26490.67831,1.157000276,0.815939857,2021_1st6_Annual_Seq4
4/1/2021,SELL,OBL,PeakWD,31968,543.5,74.49,201232,330985.472,109.7,18.810331,46048,79269.22742,1.721447781,1.64479542,2021_1st6_Annual_Seq4
4/1/2021,SELL,OBL,PeakWE,14688,666.5,46.97,85840,68680.768,103.6,21.216161,13260.8,5640.61097,0.42535978,0.800102144,2021_1st6_Annual_Seq4
4/1/2021,SELL,OPT,Off-peak,119632,3529.9,1667.52,876992.8,1453137.952,595,990.774192,142800,242152.8234,1.695748063,1.656955396,2021_1st6_Annual_Seq4
4/1/2021,SELL,OPT,PeakWD,289248,4262.6,2730.79,1591289.6,3422841.024,790.7,1417.790298,279536,543430.1686,1.944043589,2.150985606,2021_1st6_Annual_Seq4
4/1/2021,SELL,OPT,PeakWE,93056,4387.6,1541.3,615116.8,935622.176,596.7,1023.649231,76377.6,148133.9066,1.939494127,1.521047996,2021_1st6_Annual_Seq4
5/1/2021,BUY,OBL,Off-peak,752904,26202.7,-35682.64,8395541.6,-23259652.1,4110.9,1301.1705,1077943.2,850607.6364,0.789102465,-2.770476665,2021_1st6_Annual_Seq4
5/1/2021,BUY,OBL,PeakWD,1161056,32681.4,-40029.93,13255427.2,-41413047.46,5460.4,2391.335567,1849900.8,1856861.097,1.003762524,-3.12423333,2021_1st6_Annual_Seq4
5/1/2021,BUY,OBL,PeakWE,545504,30285.4,-62385.25,6304579.2,-26261099.2,4320.1,2412.556029,773470.4,596193.5826,0.770803359,-4.165400793,2021_1st6_Annual_Seq4
5/1/2021,BUY,OPT,Off-peak,2602832,81925.3,5221.09,24618250.4,8710812.864,4647.9,26235.78954,1370359.2,593874.0662,0.433371094,0.353835578,2021_1st6_Annual_Seq4
5/1/2021,BUY,OPT,PeakWD,5063200,147709.1,8329.36,55603222.4,23161121.79,5374.2,44867.99126,1994656,1585089.755,0.794668231,0.416542797,2021_1st6_Annual_Seq4
5/1/2021,BUY,OPT,PeakWE,2169072,101419.3,6246.77,20822891.2,8142299.136,5117.2,34071.16641,1007532.8,679801.567,0.674719043,0.39102635,2021_1st6_Annual_Seq4
5/1/2021,SELL,OBL,Off-peak,46280,823.1,49.58,257960.8,126589.4,152.4,-94.27847,41491.2,75594.15301,1.821932193,0.49073115,2021_1st6_Annual_Seq4
5/1/2021,SELL,OBL,PeakWD,58976,634.8,-34.3,266390.4,234273.152,127.9,-279.475711,42723.2,23782.10407,0.556655496,0.879435415,2021_1st6_Annual_Seq4
5/1/2021,SELL,OBL,PeakWE,38656,972.1,65.21,209784,130950.512,168.4,-107.278712,37689.6,10590.44625,0.280991208,0.624215917,2021_1st6_Annual_Seq4
5/1/2021,SELL,OPT,Off-peak,170560,3674.2,1648.99,1014905.6,1521533.288,988.7,1208.136112,252373.6,471599.1595,1.868654881,1.499187006,2021_1st6_Annual_Seq4
5/1/2021,SELL,OPT,PeakWD,272672,4015.2,2422.24,1367161.6,2352133.152,963.1,1461.260488,321744,587353.9653,1.825531992,1.720449983,2021_1st6_Annual_Seq4
5/1/2021,SELL,OPT,PeakWE,126912,3946.5,1241.14,733560,842013.12,743,941.324567,133776,248499.1738,1.857576649,1.147844921,2021_1st6_Annual_Seq4
6/1/2021,BUY,OBL,Off-peak,334320,18260.8,-33540.13,4382592,-15497878.8,3612.7,1174.953095,867048,532185.1223,0.613789689,-3.536235817,2021_1st6_Annual_Seq4
6/1/2021,BUY,OBL,PeakWD,579040,23312.1,-34428.97,8205859.2,-22991171.1,5174.3,2610.173357,1821353.6,2332368.818,1.280568923,-2.801799366,2021_1st6_Annual_Seq4
6/1/2021,BUY,OBL,PeakWE,187008,19998.4,-34225.94,2559795.2,-8430355.968,4382.3,1286.019066,560934.4,646370.2729,1.152309919,-3.29337127,2021_1st6_Annual_Seq4
6/1/2021,BUY,OPT,Off-peak,924000,65145.6,2941.4,15634944,4285718.64,4214.4,10478.55988,1011456,544330.6235,0.538165401,0.274111544,2021_1st6_Annual_Seq4
6/1/2021,BUY,OPT,PeakWD,2147552,125022.6,4765.97,44007955.2,15050742.08,4608,19757.48235,1622016,1484465.493,0.915197811,0.342000486,2021_1st6_Annual_Seq4
6/1/2021,BUY,OPT,PeakWE,635392,79741.4,3632.5,10206899.2,3813354.624,4840.5,14051.36768,619584,448843.8,0.724427681,0.373605593,2021_1st6_Annual_Seq4
6/1/2021,SELL,OBL,Off-peak,29760,823.3,82.58,197592,206158.32,308.4,47.646286,74016,152630.0318,2.062122133,1.043353577,2021_1st6_Annual_Seq4
6/1/2021,SELL,OBL,PeakWD,35552,625.5,36.19,220176,355045.152,297.2,19.388186,104614.4,335287.6094,3.204985254,1.612551559,2021_1st6_Annual_Seq4
6/1/2021,SELL,OBL,PeakWE,16128,691.8,82.45,88550.4,72565.12,261.4,15.561637,33459.2,50108.99428,1.497614835,0.819478173,2021_1st6_Annual_Seq4
6/1/2021,SELL,OPT,Off-peak,124560,3975.3,1706.78,954072,1483538.16,614.6,903.950692,147504,238780.4391,1.618806535,1.554954092,2021_1st6_Annual_Seq4
6/1/2021,SELL,OPT,PeakWD,196416,3172.4,1936.05,1116684.8,2520377.728,533.8,1172.863645,187897.6,413277.1017,2.199480471,2.257018031,2021_1st6_Annual_Seq4
6/1/2021,SELL,OPT,PeakWE,68864,3926.6,1312.39,502604.8,662192,789.1,884.248018,101004.8,228046.0183,2.257774069,1.317520247,2021_1st6_Annual_Seq4
7/1/2021,BUY,OBL,Off-peak,1733695,41763.8,-34675.63,25387365.3,-13935206.35,7275.4,2028.449512,3673187.6,2409529.6,0.655977822,-0.548903212,2021_2nd6_Annual_Seq5
7/1/2021,BUY,OBL,PeakWD,2523472,45725.3,-37845.13,35275584,-24473343.36,8216.2,3017.119688,5335897.6,4592267.637,0.860636388,-0.693775711,2021_2nd6_Annual_Seq5
7/1/2021,BUY,OBL,PeakWE,974560,37586,-36522.74,13695644.8,-11773468.46,6367.8,2072.336744,2029651.2,2012265.142,0.991433968,-0.859650541,2021_2nd6_Annual_Seq5
7/1/2021,BUY,OPT,Off-peak,23181412,218637,6179.04,222505565.8,35952613.08,11568.9,33449.39494,11495233,2510595.034,0.218403144,0.161580736,2021_2nd6_Annual_Seq5
7/1/2021,BUY,OPT,PeakWD,37988000,306692.5,10614.5,362252400,82374295.09,11385.2,63224.547,13669249.6,5533346.285,0.404802491,0.227394753,2021_2nd6_Annual_Seq5
7/1/2021,BUY,OPT,PeakWE,14623200,239017.6,7659.27,137036784,27016720.21,11421.4,50030.92821,6168174.4,2324793.016,0.376901311,0.197149403,2021_2nd6_Annual_Seq5
7/1/2021,SELL,OBL,Off-peak,96646,1329.5,19.02,1283943.1,625493.277,708.9,-35.288489,822150.5,938768.1758,1.141844682,0.487165885,2021_2nd6_Annual_Seq5
7/1/2021,SELL,OBL,PeakWD,73712,685.3,57.89,909289.6,1274225.232,326.6,-59.255105,561433.6,914593.4128,1.6290322,1.401341478,2021_2nd6_Annual_Seq5
7/1/2021,SELL,OBL,PeakWE,52496,902.8,52.08,528539.2,329967.696,526.7,-70.12535,383993.6,478207.7141,1.245353345,0.624301274,2021_2nd6_Annual_Seq5
7/1/2021,SELL,OPT,Off-peak,1070939,5118,3740.78,4478616.3,6167164.14,593.2,1067.336756,278384.9,346767.2492,1.245639578,1.377024448,2021_2nd6_Annual_Seq5
7/1/2021,SELL,OPT,PeakWD,1696048,4685.7,3192.62,5922526.4,9888910.272,638.4,1473.397798,492654.4,1296181.618,2.631016019,1.669711472,2021_2nd6_Annual_Seq5
7/1/2021,SELL,OPT,PeakWE,677920,4961.2,2266.6,2423195.2,3680808.048,633.8,1094.480713,193049.6,415440.6097,2.151988969,1.518989493,2021_2nd6_Annual_Seq5
8/1/2021,BUY,OBL,Off-peak,294827,18576.9,-33793.44,4610979.2,-15452785.66,4485,733.727026,1112280,531068.2937,0.477459177,-3.351302401,2021_2nd6_Annual_Seq5
8/1/2021,BUY,OBL,PeakWD,525168,23075.2,-35801.64,8133894.4,-18185269.47,6014,220.578031,2117936,3012203.089,1.42223518,-2.235739558,2021_2nd6_Annual_Seq5
8/1/2021,BUY,OBL,PeakWE,191024,18156.1,-35337.03,2619070.4,-7916831.664,5070.1,600.332657,730974.4,869103.6144,1.188965871,-3.022763979,2021_2nd6_Annual_Seq5
8/1/2021,BUY,OPT,Off-peak,937793,72104.4,2063.31,17930838.8,4104335.516,4061,8468.909828,1007128,496279.7186,0.492767273,0.228898133,2021_2nd6_Annual_Seq5
8/1/2021,BUY,OPT,PeakWD,1977216,134308,3850.85,47345888,16404978.82,5129.8,18700.06141,1805689.6,1903599.066,1.054222756,0.346492156,2021_2nd6_Annual_Seq5
8/1/2021,BUY,OPT,PeakWE,654688,85425.8,2787.49,12331635.2,4088591.936,4558.1,14261.16438,656366.4,643114.7598,0.979810605,0.331553105,2021_2nd6_Annual_Seq5
8/1/2021,SELL,OBL,Off-peak,12152,298.9,12.43,74127.2,24703.032,58.6,-43.65774,14532.8,3415.12559,0.234994329,0.333251924,2021_2nd6_Annual_Seq5
8/1/2021,SELL,OBL,PeakWD,16192,206.4,14.21,72652.8,38001.92,48.2,-35.901803,16966.4,18827.35159,1.109684529,0.523062016,2021_2nd6_Annual_Seq5
8/1/2021,SELL,OBL,PeakWE,6480,236,38.46,33984,24039.648,41.1,-15.660633,5918.4,24577.55493,4.15273637,0.707381356,2021_2nd6_Annual_Seq5
8/1/2021,SELL,OPT,Off-peak,81592,2272.7,523.19,563629.6,555157.424,350.9,309.919431,87023.2,89758.81764,1.031435498,0.98496854,2021_2nd6_Annual_Seq5
8/1/2021,SELL,OPT,PeakWD,106304,1760,670.43,619520,815922.976,367.8,630.246548,129465.6,354984.7217,2.741923119,1.317024432,2021_2nd6_Annual_Seq5
8/1/2021,SELL,OPT,PeakWE,40608,1894.6,671.01,272822.4,446641.776,390,540.735929,56160,145986.5183,2.599475041,1.637115486,2021_2nd6_Annual_Seq5
9/1/2021,BUY,OBL,Off-peak,770533,28772.4,-35532.03,9265021.5,-21906348.39,4216.9,1422.492874,1251346.6,1325192.642,1.05901326,-2.364414199,2021_2nd6_Annual_Seq5
9/1/2021,BUY,OBL,PeakWD,918864,31925.4,-37280.12,13021089.6,-23422597.63,6083.3,1109.632669,2237150.4,2636534.363,1.17852352,-1.798820095,2021_2nd6_Annual_Seq5
9/1/2021,BUY,OBL,PeakWE,333232,23722.7,-36487.79,4221032,-10317379.94,4565.7,739.27822,731275.2,726606.5057,0.993615681,-2.444279014,2021_2nd6_Annual_Seq5
9/1/2021,BUY,OPT,Off-peak,2001245,87049.1,3459.6,25688276.8,9212126.961,5294.8,12568.15262,1667567.5,887767.9297,0.53237301,0.358612103,2021_2nd6_Annual_Seq5
9/1/2021,BUY,OPT,PeakWD,4070912,168891,5726.62,64822848,25455619.31,6091.7,24007.7048,2444320,1806749.178,0.739162294,0.39269517,2021_2nd6_Annual_Seq5
9/1/2021,BUY,OPT,PeakWE,1458576,107706.9,4106.17,18799884.8,6518954.592,5986,18128.12372,1104371.2,675775.6992,0.611909926,0.346755029,2021_2nd6_Annual_Seq5
9/1/2021,SELL,OBL,Off-peak,49468,649.9,229.24,278498.6,1205340.06,204.9,58.495771,49176,23060.21256,0.468932255,4.327993247,2021_2nd6_Annual_Seq5
9/1/2021,SELL,OBL,PeakWD,67488,582.6,255.24,391145.6,1661833.792,75,33.97365,25704,20834.35086,0.810548975,4.248632202,2021_2nd6_Annual_Seq5
9/1/2021,SELL,OBL,PeakWE,25024,471.8,105.74,104987.2,256234.8,131.7,-37.108789,19844.8,13567.35809,0.683673208,2.440628953,2021_2nd6_Annual_Seq5
9/1/2021,SELL,OPT,Off-peak,165018,2939,1318.24,814804.2,982772.905,640.3,587.793738,177315.8,326736.0194,1.84267854,1.206146096,2021_2nd6_Annual_Seq5
9/1/2021,SELL,OPT,PeakWD,204448,2804.5,1122.11,1042043.2,1636412.592,574,705.839114,195544,373745.2418,1.911310201,1.570388437,2021_2nd6_Annual_Seq5
9/1/2021,SELL,OPT,PeakWE,95376,2634.5,1069.49,422353.6,538637.888,702.3,757.12769,101499.2,161421.1374,1.590368568,1.275324486,2021_2nd6_Annual_Seq5
10/1/2021,BUY,OBL,Off-peak,405027,18240.2,-58548.22,5697922,-26209540.8,3814.6,995.943044,1221139.1,1052599.062,0.861981294,-4.599841977,2021_2nd6_Annual_Seq5
10/1/2021,BUY,OBL,PeakWD,607968,21973.4,-60777.84,9552033.6,-34744917.12,4963.8,971.466073,2288419.2,2747215.55,1.200486148,-3.637436652,2021_2nd6_Annual_Seq5
10/1/2021,BUY,OBL,PeakWE,276688,19735.6,-59861.93,3915046.4,-18520680.18,3900.5,940.366462,793160,844327.9329,1.064511489,-4.730641296,2021_2nd6_Annual_Seq5
10/1/2021,BUY,OPT,Off-peak,1703962,67692.4,2762.39,18594277.4,5465687.737,4199.5,8648.025511,1070816,590367.1912,0.551324589,0.293944616,2021_2nd6_Annual_Seq5
10/1/2021,BUY,OPT,PeakWD,3720160,146376.5,4950.04,54959832,18722879.28,5810.3,17208.03779,2206827.2,1862798.647,0.844107163,0.340664784,2021_2nd6_Annual_Seq5
10/1/2021,BUY,OPT,PeakWE,1343136,91612.5,3659.02,16617936,5668318.704,5190.7,13115.21587,970238.4,569938.3247,0.587420911,0.341096434,2021_2nd6_Annual_Seq5
10/1/2021,SELL,OBL,Off-peak,29592,582.7,43.84,176996.4,82276.183,83.5,-4.676109,33215.9,11973.61431,0.360478395,0.464846647,2021_2nd6_Annual_Seq5
10/1/2021,SELL,OBL,PeakWD,50032,486.7,109.68,281710.4,545724.752,30.6,-13.81911,10953.6,11340.92047,1.035360107,1.937183547,2021_2nd6_Annual_Seq5
10/1/2021,SELL,OBL,PeakWE,13328,416.9,15.74,84849.6,39072.752,74.3,-52.616979,13673.6,3006.933248,0.219907943,0.460494239,2021_2nd6_Annual_Seq5
10/1/2021,SELL,OPT,Off-peak,119986,2651,856.43,685819.9,678963.584,518.2,309.955566,129793.7,77936.93445,0.600467777,0.990002746,2021_2nd6_Annual_Seq5
10/1/2021,SELL,OPT,PeakWD,215520,2875.5,1153.07,1031854.4,1268744.288,411.7,478.485633,141428.8,198788.2781,1.405571412,1.229576855,2021_2nd6_Annual_Seq5
10/1/2021,SELL,OPT,PeakWE,89088,3208.2,1063.02,540060.8,727352.56,313.9,390.150773,50483.2,58335.58821,1.155544581,1.346797546,2021_2nd6_Annual_Seq5
11/1/2021,BUY,OBL,Off-peak,565722,21994.9,-59187.11,6584939.7,-29508356.15,3542.9,920.457713,871223.7,692677.4143,0.795062639,-4.481188513,2021_2nd6_Annual_Seq5
11/1/2021,BUY,OBL,PeakWD,670416,22850.1,-60879.68,8597449.6,-38247657.41,4505,884.678173,1565016,1519560.984,0.970955558,-4.448721329,2021_2nd6_Annual_Seq5
